id_siniestro,id_poliza,id_asegurado,id_proveedor,id_vehiculo,placa,ramo,cobertura,fecha_ocurrencia,fecha_reporte,dias_entre_ocurrencia_reporte,dias_desde_inicio_poliza,dias_desde_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada_poliza,estado,sucursal,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,siniestros_vehiculo_18m,proveedor_lista_restrictiva,score_riesgo,semaforo,señales_activadas,num_señales,etiqueta_fraude_simulada
SIN-0511,POL-0153,ASE-0020,PRV-0040,,,Hogar,Daño por Agua,2023-03-01,2023-03-03,2,994,-629,2015.32,2078.71,0.0,33256.23,Negativa,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. 9 de Octubre. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0512,POL-0124,ASE-0025,PRV-0049,,,Hogar,Terremoto,2024-02-11,2024-02-11,0,251,114,9009.14,9058.27,9058.27,23804.42,Pago Total,Guayaquil,Impacto posterior en el sector de Av. del Bombero durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,2,0,No,44,Amarillo,2 siniestros previos del asegurado,1,0
SIN-0513,POL-0286,ASE-0037,PRV-0003,,,Salud,Emergencia,2023-12-09,2023-12-11,2,30,436,1472.96,1604.21,803.24,88717.74,Pago Parcial,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Carlos Julio Arosemena.,Sí,No,1,0,No,26,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0514,POL-0132,ASE-0015,PRV-0046,VEH-0045,NEX-3424,Vehículos,Volcadura,2024-08-04,2024-08-06,2,926,-561,9185.86,9705.06,0.0,46527.65,Cierre Sin Consecuencia,Ambato,Volcadura del vehículo asegurado en la curva de Av. 12 de Noviembre. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,1,2,No,23,Verde,2 siniestros del mismo vehículo | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0515,POL-0016,ASE-0093,PRV-0040,VEH-0292,YFS-9352,Vehículos,Robo Parcial,2021-04-30,2021-05-01,1,20,-930,4368.44,3687.96,3687.96,47774.18,Pago Total,Guayaquil,Impacto posterior en el sector de Av. Carlos Julio Arosemena durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,57,Amarillo,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h,2,0
SIN-0516,POL-0266,ASE-0075,PRV-0008,,,Hogar,Incendio,2024-03-02,2024-03-03,1,448,-83,14545.62,14471.3,11344.32,29830.6,Anticipo,Quito,Se reporta incendio en el segundo piso del inmueble asegurado. El siniestro se originó por un cortocircuito eléctrico según informe del Cuerpo de Bomberos del Cantón Quito.,No,No,0,0,No,5,Verde,Documentos incompletos,1,0
SIN-0517,POL-0167,ASE-0062,PRV-0033,,,Hogar,Responsabilidad Civil,2023-02-14,2023-02-18,4,1113,-748,15784.07,14399.3,0.0,16330.01,Negativa,Quito,Colisión del asegurado contra un vehículo de servicio público en Av. 6 de Diciembre. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,6,5,No,97,Rojo,Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Proveedor con historial de casos observados | Reporte con demora moderada (4 días),4,1
SIN-0518,POL-0021,ASE-0179,PRV-0017,VEH-0301,ZGX-5117,Vehículos,Choque,2025-01-17,2025-01-19,2,1243,-878,7806.45,6536.7,6536.7,10675.08,Pago Total,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. del Bombero.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0519,POL-0111,ASE-0161,PRV-0029,,,Vida,Invalidez Parcial,2023-03-27,2023-03-27,0,30,901,3037.83,3092.95,0.0,98144.41,Reserva,Quito,Colisión frontal en la vía Av. Naciones Unidas cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0520,POL-0295,ASE-0190,PRV-0008,VEH-0153,XFY-8025,Vehículos,Volcadura,2025-04-15,2025-04-17,2,1654,-1289,7734.46,7886.71,7886.71,6339.42,Pago Total,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. del Bombero. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,1,No,7,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0521,POL-0199,ASE-0055,PRV-0045,,,Salud,Atención Médica,2024-10-04,2024-10-05,1,1258,-893,1951.89,1907.61,0.0,10934.34,Liquidado,Cuenca,Asegurado acude a emergencias por apendicitis aguda. Se realizan exámenes de laboratorio e imagen. Se procede con el tratamiento indicado por el especialista.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0522,POL-0202,ASE-0177,PRV-0055,,,Hogar,Robo Contenido,2023-12-13,2023-12-15,2,22,-94,3302.58,3389.01,3389.01,38132.22,Pago Total,Guayaquil,Sustracción de bienes del interior del inmueble en Av. Narcisa de Jesús. El asegurado reporta ausencia de 6 días del domicilio. Se presentó la denuncia en la Fiscalía del sector.,Sí,No,0,0,No,47,Amarillo,Reclamo entre 11-30 días de póliza,1,1
SIN-0523,POL-0237,ASE-0019,PRV-0043,VEH-0370,SXS-8737,Vehículos,Robo,2024-09-25,2024-09-27,2,454,-89,24393.32,22669.29,22669.29,26671.93,Pago Total,Guayaquil,Robo del vehículo en el sector comercial de Av. Narcisa de Jesús. El asegurado indica que dejó el auto por aproximadamente 2 horas y al regresar ya no se encontraba. No hay evidencia de forzamiento.,Sí,No,1,1,No,26,Verde,Demora denuncia robo 24-48h,1,0
SIN-0524,POL-0147,ASE-0038,PRV-0058,VEH-0356,XEA-8534,Vehículos,Robo Parcial,2023-05-09,2023-05-10,1,-85,450,4577.23,4577.37,0.0,14604.08,Negativa,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. 9 de Octubre. El conductor del vehículo causante se dio a la fuga sin identificarse.,No,No,1,0,No,49,Amarillo,Demora denuncia robo 24-48h | Documentos incompletos,2,1
SIN-0525,POL-0156,ASE-0173,PRV-0032,VEH-0193,LTX-0495,Vehículos,Pérdida Total,2021-07-21,2021-07-24,3,17,-1013,11694.65,12611.95,12611.95,28973.94,Pago Total,Quito,Accidente de tránsito en la vía Av. Eloy Alfaro con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,2,0,No,71,Amarillo,Reclamo entre 11-30 días de póliza | Demora denuncia robo >48h | 2 siniestros previos del asegurado,3,1
SIN-0526,POL-0177,ASE-0115,PRV-0054,VEH-0164,ZUU-9028,Vehículos,Daño Parcial,2024-12-11,2024-12-11,0,1617,-1252,3635.69,3190.7,3190.7,37065.26,Pago Total,Ambato,Impacto posterior en el sector de Calle Sucre durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,4,Sí,25,Verde,Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros | ⚠️ Proveedor en Lista Restrictiva,3,0
SIN-0527,POL-0298,ASE-0190,PRV-0007,,,Salud,Hospitalización,2024-02-28,2024-03-01,2,100,265,5326.58,5542.67,5542.67,70731.75,Pago Total,Quito,Paciente ingresa al área de hospitalización por diagnóstico de hipertensión severa. Evolución satisfactoria durante los 5 días de internación. Alta médica con indicaciones.,Sí,No,0,0,No,14,Verde,Ninguna,0,0
SIN-0528,POL-0205,ASE-0250,PRV-0002,,,Hogar,Daño por Agua,2024-11-22,2024-11-25,3,847,-482,3710.21,3435.93,1668.57,9913.59,Anticipo,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Eloy Alfaro. El conductor del vehículo causante se dio a la fuga sin identificarse.,No,No,4,0,No,43,Amarillo,Alta frecuencia reclamos asegurado (4 siniestros) | Documentos incompletos,2,0
SIN-0529,POL-0169,ASE-0099,PRV-0020,VEH-0368,YNN-6265,Vehículos,Daño Parcial,2024-05-06,2024-05-08,2,1337,-972,2451.6,2167.13,0.0,42325.01,Liquidado,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Occidental. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,0,1,No,11,Verde,Ninguna,0,0
SIN-0530,POL-0070,ASE-0102,PRV-0035,,,Vehículos,Volcadura,2023-10-27,2023-11-07,11,226,139,15556.03,16222.56,0.0,22138.93,Cierre Sin Consecuencia,Cuenca,El vehículo perdió el control en la vía Calle Gran Colombia y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 07:02 según el reporte policial.,No,No,1,2,No,76,Rojo,2 siniestros del mismo vehículo | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (11 días),4,1
SIN-0531,POL-0013,ASE-0030,PRV-0033,VEH-0106,VWH-0191,Vehículos,Daño Parcial,2023-04-05,2023-04-05,0,30,351,727.73,707.21,266.42,23615.66,Pago Parcial,Guayaquil,Siniestro ocurrido en la autopista Blvd. del Malecón. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,No,No,1,2,Sí,40,Verde,Reclamo entre 11-30 días de póliza | 2 siniestros del mismo vehículo | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos,4,0
SIN-0532,POL-0224,ASE-0125,PRV-0052,,,Salud,Cirugía,2023-09-17,2023-09-17,0,30,380,10904.97,10134.95,0.0,17610.21,Reserva,Quito,Cirugía de urgencia por cálculos renales en el Clínica Pichincha. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,Sí,No,0,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0533,POL-0159,ASE-0112,PRV-0032,VEH-0268,PDD-7786,Vehículos,Robo,2023-05-26,2023-05-27,1,482,-117,39201.29,40614.65,21650.08,27572.71,Anticipo,Guayaquil,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Av. del Bombero encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,Sí,No,0,0,No,26,Verde,Demora denuncia robo 24-48h,1,0
SIN-0534,POL-0070,ASE-0102,PRV-0054,,,Salud,Maternidad,2023-04-24,2023-04-25,1,40,325,2521.72,2730.37,2730.37,22138.93,Pago Total,Tulcán,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Redondel Central. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,Sí,10,Verde,⚠️ Proveedor en Lista Restrictiva,1,0
SIN-0535,POL-0120,ASE-0011,PRV-0027,VEH-0346,LNT-1957,Vehículos,Choque,2024-09-01,2024-09-03,2,115,250,22426.11,21940.25,0.0,23982.6,Liquidado,Cuenca,Siniestro ocurrido en la autopista Calle Gran Colombia. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,6,5,No,87,Rojo,Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Vehículo con múltiples siniestros | Proveedor con historial de casos observados | Monto cercano a suma asegurada (>93%),5,1
SIN-0536,POL-0263,ASE-0095,PRV-0009,,,Salud,Cirugía,2023-10-15,2023-10-19,4,168,197,8661.03,7416.84,0.0,23638.07,Reserva,Quito,Cirugía de urgencia por hernia inguinal en el Hospital IESS Quito Sur. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,Sí,No,0,0,No,43,Amarillo,Reporte con demora moderada (4 días),1,0
SIN-0537,POL-0280,ASE-0030,PRV-0023,VEH-0040,MCJ-4672,Vehículos,Robo,2023-06-04,2023-06-06,2,30,877,11085.08,9813.22,0.0,53086.35,Reserva,Guayaquil,Robo del vehículo en el sector comercial de Av. Narcisa de Jesús. El asegurado indica que dejó el auto por aproximadamente 2 horas y al regresar ya no se encontraba. No hay evidencia de forzamiento.,Sí,No,1,1,No,9,Verde,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h,2,0
SIN-0538,POL-0141,ASE-0112,PRV-0014,VEH-0307,TTM-9111,Vehículos,Volcadura,2024-09-10,2024-09-11,1,-92,457,4799.3,5003.83,0.0,38360.93,Reserva,Quito,El vehículo perdió el control en la vía Av. República y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 22:47 según el reporte policial.,Sí,No,3,0,No,56,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros) | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0539,POL-0077,ASE-0003,PRV-0019,,,Vehículos,Volcadura,2024-02-13,2024-03-04,20,1058,-693,8742.07,7286.85,7286.85,9017.0,Pago Total,Quito,El vehículo perdió el control en la vía Av. Eloy Alfaro y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 04:11 según el reporte policial.,No,No,2,4,No,80,Rojo,2 siniestros previos del asegurado | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (20 días) | Monto cercano a suma asegurada (>93%),7,1
SIN-0540,POL-0177,ASE-0115,PRV-0039,VEH-0114,CTX-3244,Vehículos,Daño Parcial,2025-03-28,2025-03-28,0,1724,-1359,2637.79,2154.3,2154.3,37065.26,Pago Total,Babahoyo,Colisión frontal en la vía Calle Central cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0541,POL-0286,ASE-0037,PRV-0027,VEH-0243,DGF-7221,Vehículos,Robo Parcial,2023-02-06,2023-02-08,2,30,742,3045.04,3094.56,0.0,88717.74,Reserva,Quito,Colisión frontal en la vía Av. Eloy Alfaro cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,10,Verde,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h | Proveedor con historial de casos observados,3,0
SIN-0542,POL-0005,ASE-0055,PRV-0043,,,Hogar,Robo Contenido,2025-01-12,2025-01-12,0,144,221,2268.85,2080.12,0.0,10440.5,Reserva,Quito,Sustracción de bienes del interior del inmueble en Av. América. El asegurado reporta ausencia de 3 días del domicilio. Se presentó la denuncia en la Fiscalía del sector.,No,No,1,0,No,26,Verde,Documentos incompletos,1,0
SIN-0543,POL-0068,ASE-0038,PRV-0048,VEH-0133,WTV-7921,Vehículos,Volcadura,2023-06-15,2023-06-26,11,1168,-803,3065.43,2752.73,1072.82,14033.65,Anticipo,Cuenca,El vehículo perdió el control en la vía Av. Loja y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 07:35 según el reporte policial.,No,No,1,4,No,83,Rojo,Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (11 días),5,1
SIN-0544,POL-0008,ASE-0134,PRV-0056,,,Salud,Cirugía,2024-05-23,2024-05-24,1,269,96,14299.54,12559.44,0.0,38086.2,Liquidado,Guayaquil,"Robo con fuerza en el inmueble asegurado ubicado en Av. Occidental, Quito. Los delincuentes ingresaron por el garaje. Se sustrajeron equipos electrónicos y objetos de valor.",Sí,No,1,0,No,9,Verde,⚠️ Narrativa similar a otro reclamo (>85% similitud),1,0
SIN-0545,POL-0159,ASE-0112,PRV-0006,,,Hogar,Daño por Agua,2023-12-27,2023-12-27,0,697,-332,6788.23,6070.5,0.0,27572.71,Cierre Sin Consecuencia,Loja,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Calle Central. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0546,POL-0067,ASE-0195,PRV-0032,VEH-0245,SPX-2254,Vehículos,Responsabilidad Civil,2024-10-11,2024-10-11,0,209,156,15393.52,16869.04,8687.54,14745.24,Anticipo,Guayaquil,El vehículo asegurado impactó a un peatón en Blvd. del Malecón causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,3,0,No,94,Rojo,Alta frecuencia reclamos asegurado (3 siniestros),1,1
SIN-0547,POL-0041,ASE-0003,PRV-0050,VEH-0189,BMD-1416,Vehículos,Robo,2024-03-03,2024-03-06,3,307,58,13192.23,11096.4,11096.4,6360.57,Pago Total,Quito,Sustracción del vehículo en el interior de un centro comercial de Av. Patria. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,Sí,No,2,1,No,56,Amarillo,Demora denuncia robo >48h | 2 siniestros previos del asegurado,2,0
SIN-0548,POL-0139,ASE-0146,PRV-0007,,,Salud,Maternidad,2023-11-21,2023-11-21,0,567,-202,3913.87,3640.27,3640.27,18751.6,Pago Total,Quito,Sustracción del vehículo en el interior de un centro comercial de Calle Colón. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,Sí,No,1,0,No,26,Verde,⚠️ Narrativa similar a otro reclamo (>85% similitud),1,1
SIN-0549,POL-0201,ASE-0155,PRV-0052,VEH-0254,SVB-0713,Vehículos,Daño Parcial,2023-12-20,2023-12-20,0,204,161,2132.87,2041.86,0.0,25687.57,Reserva,Portoviejo,Impacto posterior en el sector de Av. Principal durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,0,No,26,Verde,Ninguna,0,0
SIN-0550,POL-0156,ASE-0173,PRV-0054,VEH-0284,ZLA-5624,Vehículos,Robo Parcial,2023-02-03,2023-02-07,4,579,-214,26813.52,24753.43,8587.75,28973.94,Anticipo,Quito,Colisión frontal en la vía Calle Colón cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,6,3,No,76,Rojo,Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Proveedor con historial de casos observados | Reporte con demora moderada (4 días),6,1
SIN-0551,POL-0300,ASE-0244,PRV-0060,VEH-0241,NGF-9874,Vehículos,Volcadura,2024-03-09,2024-03-10,1,196,169,9523.3,9243.36,0.0,17551.7,Reserva,Guayaquil,El vehículo perdió el control en la vía Av. Narcisa de Jesús y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 02:40 según el reporte policial.,Sí,No,3,0,No,49,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros) | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0552,POL-0207,ASE-0052,PRV-0006,,,Salud,Hospitalización,2024-07-11,2024-07-11,0,873,-508,7452.46,7752.73,7752.73,9620.12,Pago Total,Quito,Ingreso hospitalario de emergencia por hernia inguinal severo. Requirió atención en UCI durante las primeras 48 horas. Posteriormente trasladado a sala general con mejoría progresiva.,Sí,No,0,0,No,26,Verde,Ninguna,0,0
SIN-0553,POL-0242,ASE-0229,PRV-0022,,,Vida,Enfermedades Graves,2024-09-04,2024-09-08,4,718,-353,6745.79,6899.92,4435.24,14252.97,Pago Parcial,Santo Domingo,Siniestro ocurrido en la autopista Av. Principal. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,3,0,No,45,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros) | Reporte con demora moderada (4 días),2,0
SIN-0554,POL-0276,ASE-0186,PRV-0008,VEH-0014,SLD-6987,Vehículos,Responsabilidad Civil,2024-05-13,2024-05-17,4,618,-253,3940.59,3699.33,3699.33,23088.65,Pago Total,Quito,El vehículo asegurado impactó a un peatón en Av. Eloy Alfaro causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,0,0,No,41,Amarillo,Reporte con demora moderada (4 días),1,1
SIN-0555,POL-0249,ASE-0173,PRV-0047,,,Hogar,Daño por Agua,2025-03-26,2025-03-27,1,427,-62,5664.71,4787.54,0.0,36425.51,Reserva,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Eloy Alfaro. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0556,POL-0249,ASE-0173,PRV-0035,,,Vida,Invalidez Parcial,2024-06-20,2024-06-22,2,148,217,6780.3,5884.33,4198.79,36425.51,Anticipo,Guayaquil,Colisión frontal en la vía Av. Carlos Julio Arosemena cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,14,Verde,Ninguna,0,0
SIN-0557,POL-0148,ASE-0022,PRV-0055,VEH-0093,ELX-7212,Vehículos,Choque,2023-09-22,2023-09-25,3,13,349,6488.16,5697.99,4419.92,29031.41,Anticipo,Quito,Impacto posterior en el sector de Av. Naciones Unidas durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,0,No,44,Amarillo,Reclamo entre 11-30 días de póliza,1,0
SIN-0558,POL-0190,ASE-0187,PRV-0055,VEH-0178,VTA-4089,Vehículos,Responsabilidad Civil,2024-04-27,2024-04-29,2,1316,-951,11350.62,11294.89,0.0,7628.5,Negativa,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Blvd. del Malecón. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,No,Sí,0,1,No,46,Amarillo,Documentos incompletos | ⚠️ Documentos inconsistentes detectados,2,0
SIN-0559,POL-0142,ASE-0066,PRV-0034,,,Salud,Emergencia,2023-08-26,2023-08-29,3,890,-525,35699.02,35301.57,35301.57,36433.22,Pago Total,Guayaquil,Impacto posterior en el sector de Blvd. del Malecón durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,4,4,No,76,Rojo,Alta frecuencia reclamos asegurado (4 siniestros) | Alta frecuencia conductor en vehículo (4 siniestros) | Proveedor con historial de casos observados,3,1
SIN-0560,POL-0063,ASE-0033,PRV-0052,VEH-0052,DVU-1444,Vehículos,Choque,2024-11-19,2024-11-25,6,1720,-1355,6820.56,6868.39,6868.39,40131.48,Pago Total,Cuenca,Colisión frontal en la vía Av. Huayna Cápac cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,71,Amarillo,Reporte con demora moderada (6 días),1,1
SIN-0561,POL-0010,ASE-0108,PRV-0057,VEH-0204,MGX-6667,Vehículos,Choque,2023-12-31,2023-12-31,0,1312,-947,3967.7,3264.64,0.0,14737.15,Reserva,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. América. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,1,No,0,Verde,Ninguna,0,0
SIN-0562,POL-0289,ASE-0087,PRV-0052,,,Salud,Maternidad,2025-01-03,2025-01-03,0,543,-178,942.74,818.05,353.48,32101.63,Anticipo,Quito,Impacto posterior en el sector de Calle Colón durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0563,POL-0243,ASE-0048,PRV-0020,,,Vida,Fallecimiento,2023-08-03,2023-08-05,2,1040,-675,19915.63,20543.64,13216.39,49406.42,Pago Parcial,Guayaquil,Colisión frontal en la vía Av. Narcisa de Jesús cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,2,0,No,48,Amarillo,2 siniestros previos del asegurado,1,1
SIN-0564,POL-0207,ASE-0052,PRV-0036,VEH-0082,JCD-0699,Vehículos,Robo,2024-11-04,2024-11-06,2,989,-624,37726.74,37399.15,37399.15,9620.12,Pago Total,Ambato,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Av. Los Shyris. Se realizó la denuncia en la UPC del sector.,Sí,No,1,0,No,5,Verde,Demora denuncia robo 24-48h,1,0
SIN-0565,POL-0256,ASE-0080,PRV-0017,,,Salud,Maternidad,2025-02-16,2025-02-18,2,61,304,1259.21,1220.51,0.0,28524.91,Reserva,Quito,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Calle Colón.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0566,POL-0207,ASE-0052,PRV-0051,,,Hogar,Incendio,2023-08-08,2023-08-09,1,535,-170,21981.87,19783.18,19783.18,9620.12,Pago Total,Quito,Se reporta incendio en el garaje del inmueble asegurado. El siniestro se originó por un cortocircuito eléctrico según informe del Cuerpo de Bomberos del Cantón Quito.,Sí,No,3,0,No,47,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros),1,0
SIN-0567,POL-0199,ASE-0055,PRV-0007,,,Salud,Atención Médica,2024-03-23,2024-03-25,2,1063,-698,668.9,612.63,0.0,10934.34,Negativa,Babahoyo,Paciente ingresa a consulta por cuadro de fractura de tibia. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0568,POL-0228,ASE-0213,PRV-0050,VEH-0270,PNL-3565,Vehículos,Robo,2024-02-09,2024-02-10,1,26,690,32474.67,29269.5,0.0,16838.16,Liquidado,Portoviejo,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Redondel Central encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,Sí,No,6,0,No,57,Amarillo,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h | Alta frecuencia reclamos asegurado (6 siniestros),3,1
SIN-0569,POL-0147,ASE-0038,PRV-0043,,,Vehículos,Volcadura,2025-03-08,2025-03-16,8,584,-219,5788.24,5387.95,0.0,14604.08,Reserva,Guayaquil,El vehículo perdió el control en la vía Av. Narcisa de Jesús y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 07:11 según el reporte policial.,No,No,1,3,No,87,Rojo,Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (8 días),5,1
SIN-0570,POL-0264,ASE-0029,PRV-0005,,,Salud,Emergencia,2023-10-27,2023-10-27,0,1065,-700,925.85,933.68,933.68,30218.68,Pago Total,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Francisco de Orellana. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0571,POL-0279,ASE-0229,PRV-0026,,,Generales,Responsabilidad Civil,2024-03-01,2024-03-02,1,30,400,2855.83,2431.27,0.0,27840.28,Liquidado,Latacunga,Colisión del asegurado contra un vehículo de servicio público en Av. 24 de Mayo. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,1,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
